,AnimalID,SessionID,Ntrials,Protocol,Stim,FiberSide,FiberArea,StimSide,StimPort,Contralateral,InitialBias,ProgressionBlockIndex,BiasToStimMovement
4436,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,214.5,9.157469433234777
4437,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,219.5,10.65662465087739
4438,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,224.5,9.987690410514576
4439,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,229.5,12.240544768632091
4440,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,234.5,8.907211435298757
4441,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,239.5,13.268113690937858
4442,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,244.5,11.139686562510734
4443,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,249.5,4.21293606433166
4444,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,254.5,7.69933062215479
4445,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,259.5,7.83160575442992
4446,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,264.5,7.157002579826752
4447,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,269.5,4.220494643318811
4448,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,274.5,3.4268438496680154
4449,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,279.5,3.744304167128334
4450,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,284.5,7.950653373477543
4451,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,289.5,7.315732738556906
4452,DAopto-06,merge,444.6666666666667,merge,True,Right,tStr,Left,Center,True,,294.5,14.78326520608937
4453,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,299.5,12.098790603197799
4454,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,304.5,6.637481079388277
4455,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,309.5,-0.7980347936275898
4456,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,314.5,-4.363794430815801
4457,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,319.5,-6.829780825373625
4458,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,324.5,-1.6710506666434668
4459,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,329.5,-1.557671981836215
4460,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,334.5,-1.557671981836215
4461,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,339.5,2.694028698435897
4462,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,344.5,3.7762797806869735
4463,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,349.5,-3.6641964097892163
4464,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,354.5,6.979742984150185
4465,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,359.5,6.662282666689869
4466,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,364.5,1.6226001270073276
4467,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,369.5,1.741647746054948
4468,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,374.5,0.31307631748352094
4469,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,379.5,-0.4195244151172197
4470,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,384.5,3.368631873039071
4471,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,389.5,9.688076317483517
4472,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,394.5,9.519425523832723
4473,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,399.5,7.059108063515257
4474,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,404.5,9.360695365102565
4475,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,409.5,15.108994684830453
4476,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,414.5,16.682123936531134
4477,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,419.5,11.91564042004762
4478,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,424.5,14.92584450168027
4479,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,429.5,15.194028698435897
4480,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,434.5,15.194028698435897
4481,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,439.5,14.490565494972692
4482,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,444.5,13.289266793673995
4483,DAopto-06,merge,513.5,merge,True,Right,tStr,Left,Center,True,,449.5,11.078382439932497
4784,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,454.5,15.317086700901093
4785,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,459.5,2.340896224710619
4786,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,464.5,-0.27815139433700153
4787,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,469.5,4.655711039525428
4788,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,474.5,2.340896224710619
4789,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,479.5,0.026081409895795105
4790,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,484.5,0.026081409895795105
4791,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,489.5,6.507562891377283
4792,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,494.5,4.424229558043955
4793,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,499.5,-6.111484727670316
4794,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,504.5,17.61867400248839
4795,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,509.5,17.22184860566299
4796,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,514.5,12.936134319948714
4797,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,519.5,11.50756289137729
4798,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,524.5,23.055181938996334
4799,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,529.5,2.340896224710619
4800,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,534.5,2.340896224710619
4801,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,539.5,-6.11148472767033
4802,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,544.5,-5.975430305901625
4803,DAopto-06,DAopto-06 Apr07 16:22,563.0,Aud_Psycho,True,Right,tStr,Left,Center,True,64.63681459205756,549.5,-11.213525543996866
5271,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,75.5,0.0
5272,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,149.5,0.5676688335139062
5273,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,154.5,9.969378235223303
5274,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,159.5,8.681499447344521
5275,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,164.5,13.16867893452401
5276,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,169.5,12.789891055736131
5277,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,174.5,14.06830014664522
5278,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,179.5,9.659638954895795
5279,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,184.5,11.653527419372496
5280,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,189.5,6.093462484307562
5281,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,194.5,0.9644942303393016
5282,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,199.5,-3.838896823051744
5283,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,204.5,5.7191839850290584
5284,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,209.5,6.321359587204661
5285,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,214.5,9.847000612845687
5286,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,219.5,11.274739540584616
5287,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,224.5,10.569611335456411
5288,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,229.5,8.176448942294016
5289,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,234.5,13.39865728950237
5290,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,239.5,17.071026586871664
5291,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,244.5,23.751429517274595
5292,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,249.5,19.544941560786636
5293,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,254.5,20.933830449675526
5294,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,259.5,18.238609004454077
5295,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,264.5,12.591478357323428
5296,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,269.5,9.191406207251282
5297,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,274.5,7.7823985482436235
5298,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,279.5,8.640731391870581
5299,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,284.5,6.913822679667753
5300,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,289.5,8.801795817640892
5301,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,294.5,-1.2539082821808556
5302,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,299.5,5.523025976371056
5303,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,304.5,7.741814132659204
5304,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,309.5,11.983267124112196
5305,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,314.5,10.138375904220982
5306,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,319.5,4.645951661796733
5307,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,324.5,-2.9839184680733943
5308,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,329.5,-4.0477157818707
5309,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,334.5,-5.514304748459672
5310,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,339.5,0.5875101033551786
5311,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,344.5,-2.53062176477669
5312,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,349.5,-3.5906034497583796
5313,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,354.5,-9.710108944263872
5314,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,359.5,-7.538391772546696
5315,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,364.5,-7.929805913960834
5316,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,369.5,-14.482836216991139
5317,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,374.5,-17.361624095779018
5318,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,379.5,-9.154553388708315
5319,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,384.5,-15.335108944263865
5320,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,389.5,-18.95614069029561
5321,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,394.5,-5.751775610930537
5322,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,399.5,-7.72292945708438
5323,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,404.5,-14.154553388708315
5324,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,409.5,-11.757620256481069
5325,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,414.5,-9.937381671536603
5326,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,419.5,-5.126775610930533
5327,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,424.5,-0.37975180140672293
5328,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,429.5,-2.0210333140117704
5329,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,434.5,3.414891055736131
5330,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,439.5,5.866814132659208
5331,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,444.5,2.524739540584612
5332,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,449.5,-0.6697049038598308
5333,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,454.5,-2.6908781750331023
5334,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,459.5,-3.371725105880028
5335,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,464.5,-1.9828362169911458
5336,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,469.5,2.3732243890694633
5337,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,474.5,2.7607535265986094
5338,DAopto-07,merge,505.5,merge,True,Right,tStr,Left,Center,True,,479.5,1.8604038762489594
5339,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,75.5,0.0
5340,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,149.5,38.102093984446924
5341,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,154.5,41.043270455035156
5342,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,159.5,49.86679986679988
5343,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,164.5,39.960039960039964
5344,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,169.5,41.53346653346654
5345,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,174.5,30.422355422355423
5346,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,179.5,24.65312465312465
5347,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,184.5,30.169830169830178
5348,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,189.5,31.98801198801199
5349,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,194.5,19.311244311244316
5350,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,199.5,7.0637695637695685
5351,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,204.5,16.918081918081924
5352,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,209.5,1.9501332001332017
5353,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,214.5,0.9084665334665374
5354,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,219.5,16.533466533466537
5355,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,224.5,32.247752247752246
5356,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,229.5,24.866799866799866
5357,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,234.5,34.715284715284724
5358,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,239.5,36.23043623043624
5359,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,244.5,25.119325119325126
5360,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,249.5,32.69508269508269
5361,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,254.5,23.676323676323676
5362,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,259.5,14.033466533466537
5363,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,264.5,18.048618048618053
5364,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,269.5,10.851648351648365
5365,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,274.5,-3.921078921078923
5366,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,279.5,-9.23576423576423
5367,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,284.5,-3.921078921078923
5368,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,289.5,-10.87037962037962
5369,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,294.5,-12.910977910977902
5370,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,299.5,1.7607392607392711
5371,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,304.5,7.644577644577659
5372,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,309.5,8.596958596958608
5373,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,314.5,14.885114885114895
5374,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,319.5,20.7001332001332
5375,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,324.5,9.462759462759479
5376,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,329.5,15.81918081918083
5377,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,334.5,16.533466533466537
5378,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,339.5,5.42235542235543
5379,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,344.5,2.6445776445776517
5380,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,349.5,-2.9470529470529385
5381,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,354.5,-2.1534021534021477
5382,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,359.5,10.489510489510494
5383,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,364.5,12.962037962037968
5384,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,369.5,24.56918081918083
5385,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,374.5,41.53346653346654
5386,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,379.5,18.616799866799873
5387,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,384.5,23.676323676323676
5388,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,389.5,27.139527139527146
5389,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,394.5,31.533466533466537
5390,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,399.5,36.53346653346654
5391,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,404.5,40.28346653346654
5392,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,409.5,31.063381063381073
5393,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,414.5,35.41458541458542
5394,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,419.5,31.21878121878123
5395,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,424.5,18.28171828171829
5396,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,429.5,25.764235764235764
5397,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,434.5,15.018315018315022
5398,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,439.5,5.956543456543464
5399,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,444.5,13.806193806193804
5400,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,449.5,11.533466533466537
5401,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,454.5,9.589022089022095
5402,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,459.5,13.806193806193804
5403,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,464.5,14.260739260739271
5404,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,469.5,14.260739260739271
5405,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,474.5,21.14885114885115
5406,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,479.5,27.722277722277724
5407,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,484.5,42.96203796203797
5408,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,489.5,49.86679986679988
5409,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,494.5,59.3906093906094
5410,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,499.5,41.53346653346654
5411,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,504.5,31.063381063381073
5412,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,509.5,14.152514152514165
5413,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,514.5,7.009657009657012
5414,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,519.5,6.277056277056275
5415,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,524.5,22.027972027972034
5416,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,529.5,21.58397158397159
5417,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,534.5,20.104895104895107
5418,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,539.5,22.377622377622373
5419,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,544.5,35.42235542235542
5420,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,549.5,23.351648351648365
5421,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,554.5,28.351648351648365
5422,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,559.5,42.426323676323676
5423,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,564.5,37.5156093906094
5424,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,569.5,19.708069708069715
5425,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,574.5,18.7656093906094
5426,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,579.5,2.6445776445776517
5427,DAopto-07,DAopto-07 Apr07 15:06,597.0,Auditory,True,Left,tStr,Right,Center,True,33.974358974358964,584.5,-2.1173271173271146
